651|360|325|0|197|
661|295|264|116|95|
515|27|153|5|183|
739|387|35|37|111|
627|184|236|215|30|
611|129|261|35|27|
116|334|59|222|104|
471|221|216|108|98|
55|420|203|206|187|
753|473|319|244|181|
373|471|134|36|179|
314|122|101|40|117|
377|47|102|228|42|
378|54|95|61|120|
900|329|260|216|172|
188|376|202|7|112|
588|497|236|183|196|
774|302|202|198|172|
268|121|239|157|146|
110|411|305|192|90|
294|463|81|154|44|
145|94|49|194|20|
371|101|196|72|144|
173|384|121|247|42|
82|110|13|204|77|
406|169|70|220|62|
763|195|224|61|64|
141|343|152|29|159|
140|398|14|0|149|
667|86|321|120|49|
756|144|200|39|12|
438|397|64|176|64|
177|293|38|29|162|
53|211|157|16|141|
983|270|56|151|163|
491|373|282|67|6|
943|86|298|219|184|
106|182|329|195|172|
207|270|47|106|180|
764|422|319|27|77|
182|309|320|133|28|
97|187|26|130|111|
933|184|254|120|9|
912|466|218|142|137|
563|2|259|89|63|
794|112|72|58|107|
562|473|244|249|27|
988|350|15|113|142|
131|458|288|210|34|
228|326|221|12|2|
952|335|151|78|126|
180|427|69|197|7|
15|415|78|226|187|
967|379|105|107|85|
16|119|246|135|137|
253|417|294|101|72|
816|127|219|39|50|
860|450|88|17|55|
347|203|302|91|173|
884|51|256|207|39|
930|371|167|210|74|
730|463|293|155|21|
240|156|251|2|167|
914|358|108|8|157|
820|331|229|26|127|
931|400|3|199|74|
449|75|82|171|12|
677|435|313|165|171|
232|358|111|81|128|
237|225|86|31|191|
3|321|315|59|56|
337|108|92|107|23|
613|392|179|160|153|
523|399|106|176|63|
351|185|151|146|139|
851|395|256|7|150|
998|15|63|226|153|
489|277|196|156|161|
290|278|15|44|80|
326|316|311|2|107|
26|415|287|69|194|
158|243|289|71|183|
818|321|2|47|42|
413|340|22|5|198|
453|459|242|201|18|
192|5|172|109|59|
944|447|78|11|38|
361|486|147|122|120|
435|485|49|30|13|
924|293|183|0|17|
455|414|5|190|96|
965|430|55|223|122|
260|222|23|177|45|
387|53|22|15|175|
519|46|301|247|139|
115|177|245|112|93|
957|78|87|171|79|
997|59|94|179|40|
394|196|130|137|160|
918|377|235|229|156|
927|155|24|150|99|
573|387|130|234|9|
384|423|203|15|113|
210|370|222|102|149|
538|82|20|130|56|
393|242|129|22|27|
936|90|21|78|59|
755|177|316|142|95|
341|272|111|6|129|
832|369|7|16|183|
22|98|205|137|102|
620|129|38|208|54|
330|270|232|34|112|
483|95|257|24|95|
54|316|331|227|147|
875|451|19|36|49|
760|383|91|99|102|
857|291|188|52|105|
118|380|120|232|57|
212|432|106|216|165|
254|115|5|214|164|
715|370|285|96|167|
593|489|313|168|139|
229|76|5|69|26|
500|241|62|118|56|
93|488|134|59|145|
76|342|297|2|105|
430|153|320|246|3|
685|403|146|249|8|
336|379|259|23|197|
358|306|180|55|146|
204|251|271|224|195|
404|51|316|122|100|
838|106|92|45|44|
859|384|41|110|147|
397|217|246|244|155|
638|466|72|113|27|
209|219|215|236|5|
910|309|202|57|166|
792|472|166|228|48|
470|475|264|73|13|
812|401|128|167|111|
191|466|124|223|98|
882|261|78|231|169|
312|305|260|142|72|
456|167|271|105|120|
866|387|162|101|3|
868|177|38|24|174|
133|295|311|157|34|
989|334|229|47|59|
736|399|251|123|110|
190|427|273|170|59|
334|254|289|50|49|
712|155|14|125|78|
974|307|69|23|124|
525|304|303|126|172|
105|398|119|7|82|
762|273|84|237|65|
485|128|249|71|72|
765|191|114|6|108|
79|9|111|57|156|
668|138|7|123|18|
664|28|197|248|62|
2|180|22|0|54|
10|480|34|2|40|
274|196|105|240|38|
826|80|223|3|97|
672|387|329|211|124|
824|296|192|144|144|
625|84|210|38|114|
24|145|116|151|17|
255|296|115|101|61|
392|213|258|174|9|
991|495|28|182|80|
362|339|296|187|136|
342|173|140|102|32|
750|339|44|125|14|
576|382|14|229|36|
81|287|61|21|176|
98|320|211|197|127|
718|42|325|22|34|
138|348|286|103|22|
889|226|102|173|107|
821|269|73|132|144|
139|8|159|37|49|
903|166|332|37|42|
403|77|249|189|181|
493|408|96|44|109|
856|455|169|45|100|
697|174|49|88|123|
977|284|196|217|114|
31|178|11|18|75|
289|484|234|214|136|
385|117|103|221|54|
971|379|203|158|104|
402|458|229|72|175|
953|294|253|194|186|
486|232|18|111|66|
389|427|180|155|192|
807|244|43|31|12|
738|444|25|202|153|
78|234|211|78|126|
32|468|270|246|15|
11|256|277|129|34|
172|454|297|3|127|
556|181|95|175|123|
25|151|68|100|83|
746|72|192|58|80|
6|213|54|171|181|
634|22|307|33|136|
724|60|186|153|77|
870|401|180|141|58|
380|297|15|60|11|
73|263|0|163|197|
450|150|81|240|98|
365|348|175|188|101|
62|179|114|123|81|
175|384|84|47|199|
806|350|243|224|12|
231|115|130|103|159|
938|320|275|166|156|
676|421|56|99|129|
748|70|93|187|123|
570|274|276|12|60|
307|445|303|131|80|
865|468|152|241|36|
443|54|28|127|172|
822|251|8|38|20|
996|427|55|58|31|
572|254|287|175|53|
89|229|32|216|180|
766|446|281|74|96|
683|191|325|46|147|
353|277|48|174|189|
692|458|272|23|108|
379|54|67|210|195|
399|186|15|193|46|
827|122|213|81|166|
778|280|237|40|184|
624|382|28|62|109|
496|330|241|185|195|
352|360|219|212|136|
849|377|261|129|21|
44|360|219|107|81|
189|348|24|20|48|
671|193|79|50|108|
585|59|225|72|23|
623|128|220|91|161|
117|302|65|117|11|
367|296|151|122|0|
929|339|247|104|164|
654|168|205|220|72|
586|99|187|200|150|
650|173|234|84|161|
737|494|5|10|153|
981|304|332|190|13|
21|343|226|11|80|
203|482|73|7|127|
303|102|61|14|199|
87|492|229|65|111|
409|285|61|207|9|
206|59|252|0|58|
474|283|282|85|169|
431|188|321|192|60|
510|35|234|205|74|
69|96|17|1|178|
405|193|208|39|132|
641|476|265|169|76|
144|464|126|70|63|
340|258|177|89|36|
908|232|34|159|179|
528|432|148|85|194|
354|294|135|111|170|
839|460|124|27|128|
747|238|236|173|102|
461|480|151|99|2|
311|55|280|211|46|
218|444|197|61|79|
120|477|290|56|119|
167|172|307|6|21|
422|262|230|177|188|
388|111|58|92|114|
531|215|26|48|122|
28|408|13|227|154|
901|390|17|155|149|
425|94|211|164|126|
646|376|46|70|78|
194|55|103|70|96|
35|498|49|157|92|
165|416|229|28|196|
592|274|135|244|139|
459|434|222|64|110|
13|261|186|215|191|
946|333|189|193|93|
861|171|159|206|170|
811|467|39|104|35|
783|399|263|176|98|
845|84|183|5|26|
313|318|323|222|123|
577|251|213|125|161|
863|13|148|70|104|
978|89|100|164|169|
386|173|322|183|16|
892|350|91|213|107|
270|185|291|14|152|
256|449|83|118|163|
617|69|18|228|4|
675|211|182|119|104|
284|329|82|211|24|
922|299|67|175|179|
968|112|9|79|190|
325|416|201|153|168|
772|106|66|56|32|
8|253|149|96|177|
179|451|276|234|64|
962|436|153|198|51|
583|162|36|226|189|
396|348|247|213|157|
917|492|94|217|55|
717|479|243|168|17|
84|147|215|238|112|
521|173|56|174|159|
335|8|161|189|110|
587|307|175|72|100|
414|435|213|29|170|
502|294|263|103|114|
526|58|174|97|11|
429|161|184|110|185|
184|288|55|72|111|
275|384|3|192|193|
880|399|114|220|166|
200|452|114|151|150|
323|105|135|205|53|
958|183|138|237|105|
964|270|43|162|154|
223|30|189|32|149|
57|408|164|237|191|
969|360|187|2|119|
267|287|325|36|193|
553|20|66|184|126|
301|204|97|163|106|
546|42|295|102|179|
891|312|163|75|128|
879|181|159|93|27|
605|246|310|226|131|
258|21|77|112|193|
684|382|56|212|84|
265|70|269|31|149|
662|391|267|29|194|
316|272|165|58|104|
916|26|135|46|191|
731|245|43|196|5|
281|232|280|83|160|
123|250|322|57|92|
181|448|254|119|107|
357|284|285|143|4|
46|279|298|222|121|
709|312|56|56|46|
327|172|163|126|18|
632|314|56|182|51|
699|356|301|137|109|
293|102|74|60|11|
412|180|233|224|199|
940|233|82|111|15|
280|304|118|39|129|
295|161|310|169|153|
601|318|159|70|61|
894|131|201|139|124|
239|438|57|151|52|
703|380|130|153|174|
847|146|32|99|59|
60|366|15|46|42|
174|442|71|113|57|
907|270|289|99|35|
542|274|192|231|40|
543|6|62|109|109|
578|102|163|60|129|
198|92|280|51|70|
434|370|264|217|176|
558|283|118|19|142|
516|385|291|191|42|
665|280|191|47|141|
682|378|294|158|171|
151|449|229|40|103|
423|175|45|46|7|
719|223|201|211|94|
815|23|112|157|38|
727|225|210|135|12|
5|316|74|98|61|
557|397|13|229|76|
157|341|96|245|129|
622|369|31|195|125|
109|14|291|186|88|
282|167|261|161|59|
960|480|144|156|76|
156|147|43|239|120|
897|10|131|84|64|
101|493|263|77|156|
537|191|108|162|167|
261|18|5|217|75|
752|87|322|224|107|
579|434|323|216|189|
18|82|269|92|12|
348|358|185|193|183|
642|332|225|87|72|
841|225|39|173|80|
850|120|105|221|155|
309|300|312|191|24|
923|131|217|91|85|
803|218|178|189|59|
248|347|247|199|82|
980|187|19|115|161|
545|355|37|216|126|
825|326|116|80|47|
221|208|153|103|127|
609|325|296|180|148|
233|128|49|246|99|
937|496|277|74|138|
364|244|76|193|91|
129|466|263|197|95|
612|320|110|166|132|
23|164|315|170|96|
713|18|52|194|117|
877|442|63|112|90|
321|458|314|145|35|
27|470|183|184|70|
102|308|120|98|128|
619|198|222|39|29|
440|478|280|38|15|
127|61|297|157|31|
457|468|49|12|178|
561|81|261|149|79|
761|371|190|60|40|
621|322|184|87|63|
38|50|105|222|50|
663|121|252|202|32|
155|21|284|109|108|
227|281|164|60|125|
913|271|195|215|4|
608|14|24|228|96|
63|260|244|228|141|
799|82|105|175|173|
398|198|127|168|69|
734|402|90|52|161|
400|470|150|187|140|
700|145|319|80|43|
135|261|190|91|30|
791|68|166|21|87|
551|481|67|81|14|
153|112|311|121|132|
92|464|89|237|7|
328|266|40|217|9|
251|129|163|243|129|
460|458|285|211|86|
169|57|46|109|25|
568|421|6|203|151|
594|492|120|205|124|
499|345|279|249|32|
606|455|24|217|127|
729|78|128|135|130|
844|417|227|183|169|
222|356|81|104|196|
410|188|59|11|74|
680|72|182|200|139|
360|99|263|120|23|
780|131|75|241|41|
595|435|275|61|24|
245|341|118|215|35|
643|443|245|203|64|
674|33|70|147|142|
979|92|312|203|129|
67|244|73|201|18|
224|189|229|100|59|
445|301|212|70|72|
808|467|112|228|197|
134|16|313|106|148|
757|322|168|164|103|
805|477|256|151|188|
417|443|132|152|77|
292|455|144|57|141|
152|160|91|168|78|
58|11|253|100|32|
477|427|219|66|180|
704|391|65|163|109|
973|340|234|29|153|
721|461|320|16|35|
299|136|276|172|154|
329|16|293|217|15|
906|297|291|107|101|
770|237|4|238|197|
45|198|177|170|150|
285|298|206|44|43|
990|171|253|155|186|
716|478|181|121|129|
344|233|61|78|20|
415|305|126|162|179|
279|302|213|249|132|
855|118|295|33|136|
1|256|75|161|162|
603|459|228|118|35|
324|464|282|39|168|
346|413|204|188|151|
383|473|48|145|107|
582|211|29|93|26|
381|414|117|50|165|
271|115|108|44|64|
992|173|184|237|23|
655|424|192|53|125|
630|319|221|218|92|
949|302|38|28|150|
498|483|159|242|143|
524|108|239|190|122|
966|128|324|247|165|
83|203|191|216|41|
183|440|288|29|136|
47|236|181|238|97|
904|24|207|116|63|
433|367|204|85|162|
121|13|245|167|84|
42|256|209|31|127|
560|368|127|60|92|
236|349|189|107|41|
689|92|83|1|103|
349|224|183|79|4|
350|184|179|58|47|
795|59|160|192|74|
111|434|317|147|132|
197|230|246|46|165|
99|92|315|74|179|
369|155|173|221|14|
441|374|145|71|13|
283|479|68|206|60|
932|445|204|165|193|
754|193|301|191|125|
702|404|150|195|153|
14|438|51|249|19|
555|208|296|27|13|
424|207|62|243|24|
802|340|44|127|157|
273|172|52|161|151|
708|233|285|231|30|
164|48|232|199|141|
915|229|239|67|74|
266|95|5|167|153|
635|478|88|173|56|
494|322|210|208|181|
758|420|183|60|126|
858|52|146|223|120|
888|283|292|10|48|
201|478|155|67|47|
779|137|149|187|178|
896|83|315|12|34|
103|290|111|240|83|
214|43|101|92|199|
787|134|32|120|191|
407|239|164|52|178|
636|291|95|190|115|
495|459|258|138|161|
819|259|106|97|86|
529|111|156|181|43|
74|214|13|128|47|
235|294|8|127|7|
411|365|48|229|83|
19|273|260|245|82|
835|410|289|133|94|
644|265|9|154|11|
629|155|266|196|61|
801|333|107|127|17|
452|118|220|108|8|
168|326|274|42|94|
658|78|106|109|149|
657|23|136|67|32|
215|43|309|21|25|
39|295|184|120|142|
532|490|176|196|48|
9|490|47|61|46|
948|233|183|172|171|
332|277|269|153|134|
501|406|55|89|178|
161|369|135|93|14|
550|47|58|103|95|
217|372|199|16|23|
837|117|275|196|177|
507|272|0|213|29|
520|85|306|20|135|
418|404|83|70|132|
359|87|153|120|43|
492|58|295|41|79|
162|349|254|78|131|
247|299|107|132|28|
421|468|223|182|117|
64|227|234|45|73|
186|279|257|247|190|
277|398|90|45|9|
518|131|104|129|146|
935|213|116|203|1|
743|382|6|211|124|
382|166|14|199|21|
108|31|131|41|92|
887|25|200|137|113|
876|36|288|122|194|
589|312|301|39|36|
793|480|178|17|65|
278|124|207|192|187|
505|306|248|176|170|
773|212|9|168|28|
610|108|100|184|37|
985|36|108|202|54|
264|417|29|23|66|
784|371|170|242|121|
185|226|249|27|160|
759|245|2|103|39|
535|441|76|45|136|
994|288|72|85|93|
853|251|123|31|28|
17|72|187|48|11|
902|87|298|225|12|
52|215|159|145|116|
714|140|102|151|86|
468|83|221|110|56|
540|190|209|166|154|
286|2|122|99|22|
252|8|12|92|166|
781|395|165|13|84|
343|123|2|101|130|
437|3|60|225|62|
476|43|236|148|156|
740|219|158|0|189|
442|135|48|81|54|
633|318|241|19|135|
41|69|316|161|9|
304|78|23|198|175|
786|231|302|109|104|
846|424|64|150|63|
993|292|45|91|7|
416|348|228|215|76|
482|246|284|173|85|
246|210|279|177|187|
771|433|265|99|134|
581|410|54|121|13|
804|118|211|158|65|
466|493|103|69|49|
785|5|183|186|157|
878|189|61|18|15|
733|484|109|66|96|
813|486|269|57|45|
830|249|294|67|113|
533|18|199|41|169|
128|256|299|210|102|
679|198|284|110|187|
872|397|249|93|76|
49|4|247|199|114|
711|62|91|127|181|
881|83|214|182|131|
75|329|51|61|109|
796|149|191|244|111|
947|162|183|171|73|
302|283|159|114|35|
569|451|329|193|15|
50|82|154|25|82|
370|395|313|133|49|
975|283|94|114|62|
817|239|86|144|177|
339|75|212|87|38|
898|446|295|125|131|
911|151|184|195|34|
614|222|294|224|75|
426|448|2|236|151|
934|315|266|156|28|
982|33|192|248|192|
114|223|102|49|63|
132|494|78|249|198|
564|296|10|100|84|
607|119|278|175|76|
591|263|309|23|75|
833|57|284|211|154|
788|150|200|107|90|
178|483|218|73|164|
113|297|77|36|34|
735|234|181|85|2|
678|290|60|248|41|
548|314|149|0|133|
864|65|314|111|33|
950|178|110|197|143|
890|397|209|211|30|
211|64|253|38|0|
262|466|209|9|101|
926|104|226|124|111|
552|481|71|248|109|
298|180|235|214|36|
951|291|234|228|158|
479|112|96|55|36|
647|23|191|245|175|
7|464|127|213|189|
626|35|289|206|192|
945|28|207|11|35|
720|205|259|101|42|
653|245|157|126|83|
187|477|25|10|7|
338|14|61|233|151|
836|160|170|192|149|
939|457|120|167|53|
547|395|175|222|116|
508|156|103|93|150|
469|88|264|110|15|
596|452|305|86|116|
909|303|80|140|128|
176|93|33|183|180|
639|225|172|89|59|
43|101|79|100|108|
602|321|322|166|75|
954|117|13|228|139|
331|419|323|6|137|
698|226|185|132|149|
775|352|75|156|74|
640|325|188|16|148|
376|118|246|65|148|
768|401|246|144|192|
710|271|182|230|83|
514|149|294|246|63|
472|195|253|77|59|
124|23|46|243|13|
238|160|114|157|190|
921|275|274|205|143|
291|238|137|2|71|
828|173|213|155|169|
707|368|13|2|74|
230|413|100|67|193|
56|204|42|65|192|
742|181|150|119|132|
814|106|262|181|184|
366|107|187|122|90|
288|83|117|145|148|
797|14|40|93|96|
809|410|52|150|192|
919|467|151|162|152|
506|261|3|15|125|
928|437|160|204|6|
77|454|273|63|63|
631|29|39|118|49|
297|66|250|6|30|
637|90|204|96|139|
725|148|10|26|114|
0|263|69|220|112|
666|218|272|137|106|
920|15|77|202|8|
219|299|82|48|97|
656|401|245|22|134|
243|314|294|57|65|
767|392|309|90|23|
208|248|62|126|162|
71|262|105|67|92|
130|12|64|48|135|
48|399|16|81|185|
955|470|40|25|25|
843|109|206|35|199|
852|78|175|100|162|
925|302|28|11|196|
259|37|113|48|2|
475|272|330|17|101|
419|148|18|141|57|
287|200|315|120|74|
995|56|120|2|43|
88|3|5|13|131|
408|286|94|70|100|
68|456|76|227|13|
444|142|244|183|80|
615|151|77|156|9|
530|112|187|10|44|
701|222|50|52|158|
310|187|204|122|52|
509|121|233|124|173|
869|249|209|193|175|
959|425|266|2|133|
148|249|199|171|0|
688|166|2|67|68|
446|439|22|72|135|
984|233|224|155|66|
862|22|195|245|76|
616|354|22|182|143|
885|117|179|10|185|
831|390|244|137|138|
94|325|112|161|168|
427|135|216|119|26|
473|69|299|136|197|
100|45|104|151|85|
250|396|272|4|165|
696|124|213|27|136|
257|401|104|152|111|
726|168|92|246|84|
745|440|46|29|52|
193|342|311|68|122|
95|264|80|59|16|
541|193|118|136|17|
213|280|155|212|50|
963|34|164|105|190|
823|81|75|117|65|
769|172|30|131|166|
790|197|200|92|168|
375|404|328|22|92|
420|11|250|176|46|
234|418|6|20|127|
559|91|258|151|11|
645|21|131|77|68|
244|390|217|214|43|
20|474|134|247|76|
503|414|247|63|148|
276|225|98|140|43|
976|207|210|224|78|
999|479|194|239|190|
320|244|293|152|94|
80|200|86|206|133|
454|131|84|243|136|
848|0|313|150|107|
539|14|200|93|46|
401|407|129|75|28|
159|405|212|30|25|
272|53|203|147|5|
464|330|150|29|188|
296|333|191|9|54|
481|16|190|118|135|
395|89|244|184|116|
776|344|160|102|38|
669|5|257|208|133|
628|80|223|86|179|
305|9|253|179|156|
319|22|148|225|67|
263|180|104|33|7|
893|18|121|240|168|
480|433|176|176|41|
458|462|276|147|179|
333|355|204|172|166|
